Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
"Bilkul sahi kaha aap ne, tang aa gaye hei is kism ke dramas se.",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Sadqay tumharay men bhi shaadi nahi hui,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Zahra humnay Indian movies itni nahin daykhee hoye magar khanay wala seen humein waqi hazum nahin hoa ... Aik Taraf to Salahuddin ko pata tha rishta Mannu ka hi a raha hay phir khana kyoon nahin khaya??,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Again too filmy buss abb Dua hay samira ka ghar ka TV hamesha k lye kharaab ho jaye na rahay ga TV na daykhein ge Indian movies ... Novels ki copy phir bhi burdasht hay ..,negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Haqeeqat mein humein first episode Zada achi lagi the ... Ajj ki bus theik thee oor khass taur pur preview daykh kur to sur pakar lya ... Aik Taraf Salahuddin ahtayaat ki baat kaurtay hein doosri Taraf larki ka HAAT pakray baythay hein hudd ho Gaye yeah too.,positive,negative,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"Yes, ye bohat herani ki baat hai ke Samira Fazal ne itna naam kamaya hai lekin unhon ne appni mental growth pe jaisay stop laga diya hai",positive,negative,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
Humein bhi wapas aap sub k darmayaan ana BOHAT acha lag raha hay... Magar humaray gayeeb honay mein SARA KA SARA qasoor aap ka hay ?? humein app nay Jo aik naye duniya dikha de hay .,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Afsoos hota hay humaray yahan writers ka itna fuqdaan hay ??? Ginti ka writers bachay hein... story mein ya dialogue mein koye wazan hi Nahin... Abb too humaray hubby ka baqool aap itnay mukhtalif Mulkoon ka ghaat ka pani pee chuki hein( yani dramay daykh shukk hein) ka aap ab likhna shuru kur dein,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
dramay ka start Pakistani lein phir thoora irani masala phir Korean romance oor lamba kurnay ka lye Amriki soap drama oor end Amriki dramay jaysa ... Lejay hit drama tayyar....,positive,negative,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
Phir qasoor tu viewers ka hi huva na. Agr aik du stars ko cast kr ke drama hit ho sakta hai tu story pe kon mehnat kare! Aj kul hur director complain krta hai ke buhat pressure hota hai producers ki taraf se ke aik certain time mei wrap up krna hai sub jo ke thora time hota hai tu buhat sare scenes akhate shoot krne perte hei. Actors bhi yehi kehte hei aur zahir hai yehi pressure writers pe bhi ho ga.,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Fatima bara afsoos hoa sun kur oor aap Yaqeenan sahi keh rahe hein yeah hum viewers hi hein Jin nay teleivision ka mayaar khud giraya hay ..,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Morning shows daykh lein,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
.kisy nay bilkool sahi kaha hay k humara media AWARA logoon k haat mein hay Jo qaum ko AWARA bana rahe hay aik zimaydaar Shehri nahin... Abb hum Jo baat Kehnay ja rahay hein woo shayeed sub ko buri lagay magar hum is baat pur yaqeen rakhtay hein k media pur hukumat ka zabrdast qism DANDA zaroor hona chahye..,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Oor channels ko zimaydaar banayein k woo qaum ko tabdeel karnay ki zamadri share karein hukumat k saat. Warna yeah hum aik is duldul mein phustay chalay jayein gay,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"Bilkul aisa hi hai, television wale yeh sub kyu dikhaye gay agr koi dekhe ga nahi. Aik baat such hai ke controversial celebrities aur dramas ko log buhat criticize krte hei lekin un ke bare mei curious bhi buhat hote hei aur un ko follow bhi krte hei.",negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Aap bilkul sahi keh rahe hein Imrana.... Sameera k Zada tur daramay kissy oor ki takhleeq say aakhuz key hein,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
"Lekin adabi halkon mein or Urdu literature mein inki koi haisyat nahin hosakti. Jesay k Farhat ,",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Umera, Faiza Iftikar ya Maha Malik, Sarwat Nazeer established writers samjhi jati hain, drama na bi likhen , log phir bi unko perhen ge....",neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
dunu behan bhaiyon k sences bht mazay k thy..I really liked aiman's acting..???????? bht natural acting ki hy isne...,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
"salahuddin ne bikul thek kaha""aise mamlat mein sirf muhbbat kafi nhi hoti n bhi cheezein aham hoti hain""..salahuddin Beshak Mannu se bht muhabbat krta hy Mannu ko bus salahuddin ki muhbbat chahiye but Mannu k parents sirf ye cheez daikh kar usski shadi par razi thori ho jaein gy",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
.sabse barhi bat k salahuddin jobless hy n koi parents apni ladli beti ka hath aik jobless ladke k hath mein dene se tou rehe..,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
agr salahuddin k pass jab hoti tou Mannu k parents iss shadi par razi bhi ho jaty agr salahuddin k parents usk ghar rishta ly kar jaty.,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
kiunk Salahuddin educated hy shareef hy..but ab situation diffrent hy Mannu k parents iss shaddi par razi nhi hongy.kiunk dunu rangy hathon pakre gaye hain..maybe ab Mannu k parents ussi ladk se uski shadi par razi ho jein.,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
kiunk ab unhe dar ye dar lag giya hy k Mannu koi ghalat qadam na utha ly iss liye maybe jaldbazi mein usski shadi(goher Rasheed)se teh kar dein gy..,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
sab ghar ki khwateen k ser par duppattas daikh kar bht acha laga..Sara baji ne itne dull colours k dresses perhne hoty hain aise legta hy she is a widow..:D ink liye colouful dresses shaied khtm ho chuke thy..:P,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Maya Ali n Hamza Ali Abbasi ka on-screen couple bht acha hy..dunu aik sath bht ache lag rehe hain..,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
.kiya hum agr koi review likhna chahein tou wo Urdu mein write kar sektein hain??kiya ye zaruri hy k review hum English mein hi likhein??:),neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
LOL yes bechari Sara Baji;) Ab aisi bhi baji nahi vo ke colorful clothes na pehan sake. Haan ji Ana reviews English mei hi post krte hei lekin hm koshish kr rahe hei ke future mei Urdu mei bhi kr sake.,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Zarur, tub tuk aap apne views in discussions mei zarur share kijiye ga.",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"Sorry to say but pyarey afzal was a masterpiece...every girl wanted that afzalshould have alive but this isn't the way life goes on...he murdered some people so he got his punishment and KRQ said...'kya hoti hai ye happy ending, hum sub ne b mar jana hai aur agr ye zinda reh jata to aap sub log isy bhool jaty ub ye mar gya hai to ye sub k dil mein chuby ga aur sub ko yaad rahy ga'",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Fatima humein pehli episode Zada pasand aye the yeah wali theik the kuch scene achay thay magar kuch BOHAT hi filmy say lagay... App ki baat say hum ittifaaaq kurtay hein Kaye dafa humein bhi BOHAT shiddat say dialogues ka Gayr Miyari honay ka ahsaas hoa ..,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
Agar yeah drama Khalil ya umera ya even farhat likhein too bohat mukhtalif hota oor hum BOHAT si khamyaan ignore kur daytay .. agay Dua hay Allah writer ka Zehn oor un k qulm ko taqqat day ... Acting baar haal sub hi achi kur rahay hein.,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
"act kr rahi hai itnay sab seniors kay sath, aur kafi prominent acting hai oski.",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
bilkul hum sub Aiman ko appreciate kr rahe hei. Us ne Beqasoor mei bhi buhat acha kaam kiya hai.,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
Ayesha Khan thori later stage mei aye gi after Salahuddin is well off and all.,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Fatma ap Urdu ma tjzeeya kun nahe likhte? Kia hm Urdu ko hm likhte huee kunnn sharmate hain ? Ma ap p etraz nahe kr rahe afsoooos ha k ap jeseee log kun naheeee apni zuban se mohabat krte,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Ab yah mat Kahye ga k yahan international zuban samjh ate ha,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Ap an kabhi European USA Canada Arabic ya koiiii ar mulk ki qualm ko dekha ha k wo hmare liye Urdu Bole ya Urdu ma tarjma Kare Fatma sochyeeeee ga!,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
ap k iShQ ki madhoOshi me doOba hai ye alam ?????,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
aj kal darama halat per nahi khyalat per lekha jata hai,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
chalo ........koi achi story to dekhne ko mili,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
dekhte hain aik bar phir mohbot ka qatal......,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Jo achay lagay unmein.... Secret garden .. Is dramay ka hero ka character itna acha banay a hay ... Phir the Heirs , Faith obviously Kehnay ki zaroorat nahin hay Lee min ho hein too humein pasand hongay hi ??",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Sallahuddin: (cuts it out) Naheen,negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
think yeh script ka fault bhi hai sirf Maya ka nahi;,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"I think jab usne suna tha ke rishta uske liye nahi, Sara baji ke liye hai, woh sukoon ka saas le ke khush ho rahi thi but next qist ki promo ko dekh kar lag raha hai ke Sara uski shikayat kar le gi apni Ma se",neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
I think vo is baat pe khush thay ke rishta Sara ke liye aya hai us ke liye nahi!,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Aur ye ab log naraz hony pr khana q nhi khaty?? khany jesi be-zuban cheez ko nazargi dekhana ziyadati wali baat hai :),negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Yar ye hamza ali abbasi tv par to kuch nahin dikhta samne se dekho to bohot ziada handsome banda hai.????,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
.mujhy Jeena k bjae Mikael ka character negative lg rha hai.,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Maine airport par dekha or bus dekhti hi reh gai.,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Mo mein pani agaya tha mera!,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
Hahaha...moun main pani hamza ko dekh kar...??,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
Piyary Afzal k muqably mein Mann Mayal main ziada handsome dkh rha hai....,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
Han....or shayd haircut ki wajah se bhi bari zulfain itni achi nhi lgti is par.,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Hehe, lambi zulfien to zra suit nhi ki thien Afrzal pr....kisi kisi pr hi achi lgti hain...",neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Match kab start hoga pta hai.?,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
un k dramoon mein woo log thay Jo Hindustan say Pakistan hijrat karay thay ... Hijrat kurnay walay muhajir hi kehlatay thay oor afsoos k abhi tuk unmein say kuch log apnay aap ko muhajir hi samjhtay hein.,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Recently humnay poorana drama daykha ' Sungkyunkwan scandal' humein acha laga ... Boys over flower bus guzara thay ya yeah kahein k humari Umer ab aysay dramoon ki nahin Rahe ...,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Aap recommend karein agar koye oor acha drama aap nay daykha ho ...aap pur humein aytabaar hay kyoon k aap nay jitna bhi bataye thay Saray achay lagay thay humein ??,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"Meinne recently jo dekhe un mai Oh My Venus aur She Was Pretty bohat achay the, matlab simple si stories hain",positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
